census_id,sponsor,sponsor_species,sponsor_statute,tier,traveling,role,sponsor_home_county,sponsor_jurisdiction,property_city,property_county,status,affordable,sale_date,ground_lease_comment,sale_comment
TX-37-3204,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,McKinney,Collin,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 05/24 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-37-3376,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 08/23 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-38-854,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Haltom City,Tarrant,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 06/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-38-862,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Benbrook,Tarrant,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 12/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-38-865,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Benbrook,Tarrant,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 12/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-38-2188,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 06/22 sale price is undisclosed.
TX-43-1005,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.         The 06/22 sale price is undisclosed.
TX-43-1523,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Irving,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 10/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-38-1154934,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,White Settlement,Tarrant,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 06/22 sale price is undisclosed.
TX-37-1473208,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Mesquite,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.  On 01/28//22 Ashland Greene Capital Partners purchased the 260 unit Knowlton Apartment Homes for an undisclosed amount from C-III Capital Partners, and on 01/28/2022 purchased the 152 unit Newport Apartments for an undisclosed amount from LumaCorp, then subsequently merged the two properties rebranding the combined properties as the Knowlton Apartment Homes."
TX-61-2092,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 04/30/2124.",
TX-38-864,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Benbrook,Tarrant,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 10/22 sale was an undisclosed portfolio transaction, incorporating the 168 unit Leander Apartment Homes and the 166 unit Lawson Apartment Homes."
TX-38-867,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Benbrook,Tarrant,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 10/22 sale was an undisclosed portfolio transaction, incorporating the 168 unit Leander Apartment Homes and the 166 unit Lawson Apartment Homes."
TX-63-2940,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-2512,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,All,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 09/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-2539,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 04/30/2124.",In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 06/22 sale price is undisclosed.
TX-38-1179,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 03/22 sale price is estimated from SEC or GSE documentation at time of loan.
TX-43-1065,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Dallas,Dallas,Completed,All,2025-04-29,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group, as the operating partner."
TX-36-1604,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Austin,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/06/2124.",
TX-38-2407,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,North Richland Hills,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 04/30/2124.",
TX-63-2404,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Cypress,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/31/2124.",
TX-63-4053,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,
TX-61-1487,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,San Antonio,Bexar,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 09/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-61-557312,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Leon Valley,Bexar,Completed,None,,,"In 02/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 04/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-62-2327,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Baytown,Harris,Completed,None,,,"In 02/25 the property was recapitalized with an undisclosed sale that added Pecos Housing Authority to the ownership group.    The 02/16 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-62-3511,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 02/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group    The 11/13 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-62-3875,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    A loan in the amount of $4,680,000, held by Fannie Mae was foreclosed on 08/07/2012."
TX-63-7604,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 02/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    On 07/16/2012 Eureka Holdings purchased the 921 unit Sterling Point Apartments for $20,800,000 from U.S. Bank - REO, and on 01/31/2013 purchased the 258 unit Milagro Apartments for an undisclosed amount from Wellington D. Yu, then subsequently merged the two properties."
TX-38-1744,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,North Richland Hills,Tarrant,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 12/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-38-2295,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Grapevine,Tarrant,Completed,None,2025-04-30,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group, as the operating partner."
TX-38-674329,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Burleson,Johnson,Completed,None,,,
TX-38-1483823,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,,,
TX-38-1502285,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Decatur,Wise,Completed,None,,,
TX-38-1518161,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Cleburne,Johnson,Completed,None,,,
TX-37-939198,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,Partial,,,
TX-38-939526,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Arlington,Tarrant,Completed,None,,,
TX-63-2762,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.
TX-37-4271,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 12/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-43-1417366,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Denton,Denton,Under Construction,NULL,,,
TX-38-2158,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,Partial,,,"In 02/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 12/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-37-1294,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Carrollton,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 06/01/2124.",
TX-63-1618000,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/31/2124.",
TX-63-3602,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,
TX-63-3968,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 01/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 03/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-37-3624,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Dallas,Dallas,Completed,None,2025-05-01,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group, as the operating partner."
TX-63-3422,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,
TX-38-1260,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Arlington,Tarrant,Completed,None,,,"In 02/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 10/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-37-1155,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 08/24 sale was an undisclosed portfolio transaction, incorporating the 314 unit The Charlie Apartments and the 220 unit The Warren Apartments.    <div> </div>"
TX-37-1173,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 08/24 sale was an undisclosed portfolio transaction, incorporating the 314 unit The Charlie Apartments and the 220 unit The Warren Apartments."
TX-61-1746,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,San Antonio,Bexar,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 08/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-2691,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 05/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-3426,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 04/25 the property was recapitalized with an undisclosed sale that added Pecos Housing Authority to the ownership group.    The 06/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-769531,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 04/22 sale was an undisclosed portfolio transaction incorporating the 90 unit Avenue M at 1620 Oaktree Apartments and the 75 unit Avenue M at 1720 Crestdale Apartments.
TX-63-1533925,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,NULL,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 04/22 sale was an undisclosed portfolio transaction incorporating the 90 unit Avenue M at 1620 Oaktree Apartments and the 75 unit Avenue M at 1720 Crestdale Apartments.
TX-37-696,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,"In 03/25 the property was recapitalized with an undisclosed sale that added Pecos Housing Authority to the ownership group.    The 04/22 sale was a $123,156,000 unconfirmed portfolio transaction incorporating the 356 unit Melville Apartments and the 320 unit The Holden Apartments."
TX-37-803,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.    In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.
TX-37-1111,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale price is undisclosed.
TX-37-1320,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Carrollton,Dallas,Completed,None,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 04/22 sale was a $123,156,000 unconfirmed portfolio transaction incorporating the 356 unit Melville Apartments and the 320 unit The Holden Apartments."
TX-37-1438,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Garland,Dallas,Completed,None,,,The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.    In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.
TX-37-3117,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Rockwall,Rockwall,Completed,None,,,The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.    In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.
TX-37-3160,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Plano,Collin,Completed,None,,,The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.    In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.
TX-38-2481,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Arlington,Tarrant,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.
TX-43-1495,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Irving,Dallas,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.
TX-43-1702,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Mesquite,Dallas,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.
TX-62-563,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.
TX-63-2997,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Katy,Harris,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.
TX-63-3356,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale was an undisclosed portfolio transaction incorporating 11 properties in Texas.
TX-37-4378,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Allen,Collin,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 10/21 sale price is undisclosed.    The original ownership group contained Columbus Pacific Properties and Sovereign Properties. Columbus Pacific Properties has subsequently left the deal.
TX-37-680,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/31/2124.",
TX-43-613,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 09/21 sale price is estimated from SEC or GSE documentation at time of loan.
TX-43-1625,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Irving,Dallas,Completed,None,,,"The 12/19 sale price is unconfirmed, but believed to be reasonably representative of the transfer.    In 03/25 the property was recapitalized with an undisclosed sale that added Pecos Housing Authority to the ownership group."
TX-36-1179,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Austin,Travis,Completed,None,,,
TX-37-1236,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Dallas,Denton,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 04/01/2124.",
TX-38-2879,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,All,,,
TX-61-1383,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,New Braunfels,Comal,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 07/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-37-7551,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Aubrey,Denton,Completed,None,,,
TX-37-1153309,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Rowlett,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 04/01/2124.",
TX-43-1153801,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Grand Prairie,Dallas,Completed,None,,,
TX-38-1307454,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Haltom City,Tarrant,Completed,All,,,
TX-38-818,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,,,In 03/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 06/23 sale price is undisclosed.
TX-38-2280,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,2025-01-16,,"In 01/25 the property was recapitalized with an unrecorded portfolio sale that kept Texsun Holdings, but replaced Cottonwood Management with Pecos Housing Authority, as operating partner, incorporating the 280 unit The Brittany Apartments and the 200 unit The Ryan Apartments."
TX-38-2293,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,2025-01-16,,"In 01/25 the property was recapitalized with an unrecorded portfolio sale that kept Texsun Holdings, but replaced Cottonwood Management with Pecos Housing Authority, as operating partner, incorporating the 280 unit The Brittany Apartments and the 200 unit The Ryan Apartments"
TX-61-384,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,San Antonio,Bexar,Completed,None,2025-01-13,,"In 01/25 the property was recapitalized with an undisclosed sale that added Pecos Housing Authority to the ownership group, as the operating partner."
TX-61-1321,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,San Antonio,Bexar,Completed,None,2025-01-13,,"In 01/25 the property was recapitalized with an undisclosed sale that added Pecos Housing Authority to the ownership group, as the operating partner."
TX-38-1661,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 01/01/2124.",
TX-62-3376,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 06/01/2124.",
TX-63-2765,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Cypress,Harris,Completed,None,,"The property is subject to a  99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 03/31/2124.",
TX-63-3331,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 08/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-4066,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 06/01/2124.",
TX-63-1562762,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 04/30/2134.",
TX-36-1875,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Austin,Travis,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added <span style=""white-space:normal"">Pecos Housing Authority</span> to the ownership group.    The 05/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-43-1479,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Irving,Dallas,Completed,None,,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 04/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-62-3993,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Houston,Harris,Completed,None,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 01/19 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-43-1324461,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,
TX-36-1403,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Austin,Travis,Completed,None,,,In 04/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 11/24 sale price is undisclosed.
TX-37-1092,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 03/20 sale price is undisclosed.
TX-37-1094,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Dallas,Dallas,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group.    The 03/20 sale price is undisclosed.
TX-37-3179,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Wylie,Collin,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/16/2124.",
TX-37-4261,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Garland,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/16/2124.",
TX-43-1043,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/16/2124.",
TX-43-1071,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/16/2124.",
TX-43-3479,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Reeves,Pecos,Desoto,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pecos Housing Authority, which expires 05/16/2124.",
TX-37-1112,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Dallas,Dallas,Completed,None,2025-05-02,,"In 05/25 the property was recapitalized with an unrecorded sale that added Pecos Housing Authority to the ownership group, as the operating partner."
TX-63-3280,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Additional owner,Reeves,Pecos,Tomball,Harris,Completed,None,,,
