census_id,sponsor,sponsor_species,sponsor_statute,tier,traveling,role,sponsor_home_county,sponsor_jurisdiction,property_city,property_county,status,affordable,sale_date,ground_lease_comment,sale_comment
TX-38-383621,Pecos Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Reeves,Pecos,Fort Worth,Tarrant,Completed,None,2025-02-14,,
TX-43-2392,Plano Housing Authority,HA,HA (Ch.392),3,yes,Ground Leasor,Collin,Plano,Lewisville,Denton,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Plano Housing Authority, which expires 09/30/2120.",
TX-61-387177,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,San Antonio,Bexar,Completed,Partial,,,"In 11/24 the property was recapitalized with an undisclosed sale that added Ascenda Capital and Pleasanton Housing Finance Corporation to the ownership group.  The 01/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-389916,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Katy,Harris,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-63-1096762,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Katy,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-38-1215326,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Fort Worth,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.",
TX-37-881,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 29/02/2124.",
TX-36-375983,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Primary Owner,Atascosa,Pleasanton,Austin,Travis,Completed,None,2024-08-30,"The property is subject to a 99 year non arms-length unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 09/01/2123.","In 08/24 the property was recapitalized with an undisclosed sale that added Pleasanton Housing Finance Corporation to the ownership group, as the operating partner."
TX-63-2664,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Houston,Harris,Completed,All,,,
TX-38-1225261,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Fort Worth,Tarrant,Completed,None,,,
TX-38-2699,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Fort Worth,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 10/30/2123.",
TX-38-1495418,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Lake Worth,Tarrant,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/30/2124.",
TX-62-1170459,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Primary Owner,Atascosa,Pleasanton,Houston,Harris,Completed,All,2024-12-19,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 12/31/2123.",
TX-63-558869,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Houston,Harris,Completed,None,,,In 05/25 the property was recapitalized with an unrecorded sale that added Pleasanton Housing Finance Corporation to the ownership group.    The 08/22 sale price is undisclosed.
TX-61-1709,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-37-5252,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Frisco,Denton,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 11/01/2123.",
TX-61-1175498,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 12/01/2123.",
TX-62-4440,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Humble,Harris,Completed,None,,,"In 03/25 the property was recapitalized with an undisclosed sale that kept Avid Realty Partners, but replaced Electra Capital with Pleasanton Housing Finance Corporation.    The 07/20 sale price is undisclosed."
TX-38-856,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Fort Worth,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 03/01/2124.",
TX-38-2869,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Arlington,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 03/01/2124.",In 02/25 the property was recapitalized with an unrecorded sale that added Pleasanton Housing Finance Corporation to the ownership group.    <div>  <div>  <div>The 10/24 sale was an undisclosed transaction in which BrightSpire Capital purchased the single asset entity which held title to the 436 unit The Washington Apartment Homes.</div>  </div>  </div>
TX-63-3007,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Katy,Harris,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-63-8262,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Houston,Harris,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 31/03/2124.","In 03/25 the property was recapitalized with an unrecorded sale that added Pleasanton Housing Finance Corporation to the ownership group.    The 09/21 sale was a $160,800,000 unconfirmed portfolio transaction incorporating the 337 unit 10X 15th Street Flats Apartments and the 309 unit 10X Heights Waterworks Apartments."
TX-63-393756,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Houston,Harris,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.",
TX-43-1225449,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Grand Prairie,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 02/29/2125.",The 02/25 sale was for the leasehold interest only in which Cityview leased the 276 unit The Bradbury Apartments from the Pleasanton Housing Finance Corporation.    The 02/25 sale price is undisclosed.
TX-61-533,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,San Antonio,Bexar,Completed,None,,,"In 12/25 the property was recapitalized with an undisclosed sale that kept Pleasanton Housing Finance Corporation, but replaced Texsun Holdings with Cottonwood Residential, as the operating partner in the ownership group."
TX-37-1385,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Garland,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 09/31/2124.",
TX-61-659,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 12/01/2123.",
TX-38-1314388,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Burleson,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 02/01/2124.",
TX-38-1357393,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Fort Worth,Tarrant,Completed,NULL,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 02/01/2124.",
TX-62-3038,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,La Porte,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.",
TX-63-3158,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Richmond,Fort Bend,Completed,None,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pleasanton Housing Finance Corporation to the ownership group.    The 03/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-4733,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Magnolia,Montgomery,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 03/08/2124.",
TX-38-1047,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Fort Worth,Tarrant,Completed,None,,,
TX-43-1468,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Grand Prairie,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 03/31/2124.",
TX-63-2717,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 08/01/2123.",
TX-62-4478,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Spring,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-36-2275,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Kyle,Hays,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-36-186,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,San Marcos,Hays,Completed,None,,,
TX-36-240,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,San Marcos,Hays,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 02/01/2124.",
TX-61-1955,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 02/01/2124.",
TX-63-3697,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Houston,Harris,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/16/2124.",
TX-84-943,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Waco,McLennan,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 08/28/2123.",
TX-36-1128394,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Kyle,Hays,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 01/01/2124.",
TX-36-568,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Austin,Travis,Completed,None,,,"In 03/25 the property was recapitalized with an unrecorded sale that added Pleasanton Housing Finance Corporation to the ownership group.    The 03/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-36-1526,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Austin,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/30/2124.",
TX-36-1838,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Austin,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/30/2124.",
TX-37-750,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.",
TX-37-1104,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 03/01/2124.",
TX-37-1153,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 30/04/2025.",
TX-43-3712,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 03/31/2124.",
TX-36-1155680,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Austin,Travis,Completed,None,,,
TX-36-1357295,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Manor,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 02/01/2124.",
TX-37-1358481,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Farmers Branch,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.",
TX-38-1402209,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Fort Worth,Tarrant,Planned,NULL,,,
TX-36-1417384,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Austin,Travis,Completed,All,,,
TX-36-1549620,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Austin,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.","In 03/25 the property was recapitalized with an unrecorded sale that added Pleasanton Housing Finance Corporation to the ownership group.    The 10/23 sale was a double escrow, completed on the same day.    The 10/23 sale price is undisclosed."
TX-38-1550,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Arlington,Tarrant,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/30/2124.",
TX-62-1184067,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Humble,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 04/01/2124.",
TX-62-919380,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Ground Leasor,Atascosa,Pleasanton,Humble,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Pleasanton Housing Finance Corporation, which expires 31/03/2124.",
TX-63-1171213,Pleasanton Housing Finance Corporation,HFC,Ch.394,1,yes,Additional owner,Atascosa,Pleasanton,Spring,Harris,Completed,None,,,"In 03/25 the property was recapitalized with an undisclosed sale that kept ZaneCRE, but replaced Goodegg Investments with Pleasanton Housing Finance Corporation.    The 08/21 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-3263,Rosenberg Housing Authority,HA,HA (Ch.392),3,no,Additional owner,Fort Bend,Rosenberg,Sugar Land,Fort Bend,Completed,None,,,"In 04/25 the property was recapitalized with an unrecorded sale that added Rosenberg Housing Authority to the ownership group.    The 08/22 sale price is unconfirmed, but believed to be reasonably representative of the transfer."
TX-63-334,Rosenberg Housing Authority,HA,HA (Ch.392),3,no,Additional owner,Fort Bend,Rosenberg,Stafford,Fort Bend,Completed,All,,,
TX-63-8200,Rosenberg Housing Authority,HA,HA (Ch.392),3,no,Primary Owner,Fort Bend,Rosenberg,Richmond,Fort Bend,Completed,None,2026-02-26,,The 02/26 sale was an unrecorded transaction in which Rosenberg Housing Authority purchased the single asset entity which held title to the 295 unit Waterview Apartments.
TX-63-4944,Rosenberg Housing Authority,HA,HA (Ch.392),3,no,Additional owner,Fort Bend,Rosenberg,Sugar Land,Fort Bend,Completed,Partial,,,
TX-63-939655,Rosenberg Housing Authority,HA,HA (Ch.392),3,no,Primary Owner,Fort Bend,Rosenberg,Richmond,Fort Bend,Completed,None,2025-09-29,,The 09/25 sale was an unrecorded transaction in which Rosenberg Housing Authority purchased the single asset entity which held title to the 297 unit Haven at Bellaire Apartments.
TX-53-1154589,San Benito Housing Authority,HA,HA (Ch.392),3,yes,Primary Owner,Cameron,San Benito,McAllen,Hidalgo,Prospective,All,,,
TX-36-535,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 05/05/2122.",
TX-38-1506024,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Saginaw,Tarrant,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 05/26/2122.",
TX-61-374106,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 02/03/2122.",
TX-61-1521,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 04/01/2122.",
TX-62-3188,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Seabrook,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 11/28/2121.",
TX-63-2885,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 05/09/2122.",
TX-62-921094,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 05/25/2122.",
TX-36-1510489,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Travis,Under Construction,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 12/01/2120.",
TX-36-1395069,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Travis,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 05/24/2122.",
TX-36-1968,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Round Rock,Williamson,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 05/01/2122.",
TX-36-2017,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Round Rock,Williamson,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 04/20/2122.",
TX-36-2088,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Williamson,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/02/2122.",
TX-36-2231,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Williamson,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/20/2122.",
TX-61-457,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,San Antonio,Bexar,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/05/2122.",
TX-38-1046,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Arlington,Tarrant,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/20/2122.",
TX-43-518,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Dallas,Dallas,Completed,All,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 10/04/2122.",
TX-43-554,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/20/2122.",
TX-43-616,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Dallas,Dallas,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/20/2122.",
TX-43-1018,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Dallas,Dallas,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/30/2122.",
TX-63-2465,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 2122.",
TX-63-2485,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/01/2122.",
TX-63-2583,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 10/25/2122.",
TX-63-2618,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 10/27/2122.",
TX-63-4482,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Houston,Harris,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 10/04/2122.",
TX-84-548,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,College Station,Brazos,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 10/11/2122.",
TX-36-1314832,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Travis,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 01/26/2122.",
TX-36-1527161,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Travis,Completed,Partial,,"The property is subject to a 99-year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 06/01/2122.",
TX-36-1527165,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Austin,Travis,Completed,Partial,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 11/01/2122.",
TX-114-1177607,Texas Essential Housing Public Facility Corporation,PFC,Ch.303,2,unknown,Ground Leasor,,Austin,Midland,Midland,Completed,None,,"The property is subject to a 99 year unsubordinated net ground lease held by Texas Essential Housing Public Facility Corporation, which expires 02/28/2122.",
